DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 35 to 39 years,Total,Euro area – 20 countries (from 2023),2025-Q1,18491.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 35 to 39 years,Total,Euro area – 20 countries (from 2023),2025-Q2,18561.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2005-Q1,20489.9,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2005-Q2,20903.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2005-Q3,20810.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2005-Q4,20840.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2006-Q1,20970.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2006-Q2,21377.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2006-Q3,21341.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2006-Q4,21337.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2007-Q1,21512.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2007-Q2,21615.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2007-Q3,21718.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2007-Q4,21765.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2008-Q1,21755.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2008-Q2,21612.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2008-Q3,21913.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2008-Q4,21815.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2009-Q1,21513.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2009-Q2,21287.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2009-Q3,21264.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2009-Q4,21286.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2010-Q1,21043.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2010-Q2,20941.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2010-Q3,20938.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2010-Q4,20828.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2011-Q1,20741.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2011-Q2,20641.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2011-Q3,20608.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2011-Q4,20469.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2012-Q1,20375.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2012-Q2,20284.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2012-Q3,20258.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2012-Q4,20047.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2013-Q1,19736.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2013-Q2,19885.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2013-Q3,19772.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2013-Q4,19733.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2014-Q1,19563.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2014-Q2,19756.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2014-Q3,19598.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2014-Q4,19479.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2015-Q1,19341.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2015-Q2,19471.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2015-Q3,19496.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2015-Q4,19445.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2016-Q1,19290.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2016-Q2,19392.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2016-Q3,19418.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2016-Q4,19331.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2017-Q1,19112.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2017-Q2,19183.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2017-Q3,19160.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2017-Q4,19097.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2018-Q1,19020.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2018-Q2,19197.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2018-Q3,19162.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2018-Q4,19137.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2019-Q1,19116.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2019-Q2,19241.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2019-Q3,19148.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2019-Q4,19282.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2020-Q1,19010.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2020-Q2,18784.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2020-Q3,18857.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2020-Q4,18874.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2021-Q1,18653.2,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2021-Q2,18970.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2021-Q3,19031.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2021-Q4,19104.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2022-Q1,19111.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2022-Q2,19243.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2022-Q3,19234.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2022-Q4,19371.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2023-Q1,19303.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2023-Q2,19378.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2023-Q3,19302.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2023-Q4,19327.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2024-Q1,19213.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2024-Q2,19349.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2024-Q3,19306.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2024-Q4,19385.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2025-Q1,19293.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 44 years,Total,Euro area – 20 countries (from 2023),2025-Q2,19370.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q1,64890.4,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q2,65873.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q3,66378.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q4,66670.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q1,66699.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q2,68055.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q3,68395.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q4,68842.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q1,68661.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q2,69770.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q3,70519.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q4,70724.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q1,70501.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q2,70921.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q3,72040.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q4,72088.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q1,71123.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q2,71335.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q3,71304.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q4,71976.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q1,71363.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q2,71657.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q3,72098.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q4,72238.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q1,71871.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q2,72657.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q3,72803.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q4,72797.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q1,72384.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q2,73069.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q3,73324.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q4,73016.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q1,72129.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q2,73062.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q3,73215.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q4,73292.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q1,73004.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q2,73767.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q3,74067.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q4,74004.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q1,73715.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q2,74627.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q3,74751.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q4,75127.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q1,75155.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q2,75846.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q3,76221.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q4,76264.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q1,75827.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q2,76547.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q3,76990.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q4,77121.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q1,76768.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q2,77322.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q3,77669.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q4,77672.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q1,77380.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q2,77813.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q3,78122.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q4,78596.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q1,77281.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q2,76524.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q3,76961.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q4,77310.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2021-Q1,75964.0,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2021-Q2,77013.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 40 to 59 years,Total,Euro area – 20 countries (from 2023),2021-Q3,77692.1,,
